fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5339001386135286,0.976573683219378,-1.3664614655162213,-0.6944330877662762,-0.2775775212765321,-0.45910680541812426,-0.3713848042588016,0.5835807217107951,1.3175322277637904,-0.6523852860923667,-0.9716134098289898,5
-0.2884263419782664,2.0098882599479992,-1.3664614655162213,0.45436441770627095,0.9622030027056488,0.9809847559463422,0.7300236504990503,0.040774572177636415,-0.7257152961487777,0.2272958566566405,-0.5971430959812198,5
-0.2884263419782664,1.321011875462252,-1.162732133845772,-0.03797737035339246,0.6240810416195993,-0.047652073599705295,0.2961354713520177,0.1493358020842561,-0.3302480334560247,0.007375570969388518,-0.5971430959812198,5
1.7981009294214645,-1.4344936624807372,1.4857491778700698,-0.6944330877662762,-0.3339311814575404,0.1580752923095042,0.49639155403526347,0.6921419516174148,-0.9893601379439484,-0.5057717623008662,-0.5971430959812198,6
-0.5339001386135286,0.976573683219378,-1.3664614655162213,-0.6944330877662762,-0.2775775212765321,-0.45910680541812426,-0.3713848042588016,0.5835807217107951,1.3175322277637904,-0.6523852860923667,-0.9716134098289898,5
-0.5339001386135286,0.7469482217241293,-1.3664614655162213,-0.858547017119497,-0.3339311814575404,-0.2533794395089148,-0.17112872157555584,0.5835807217107951,1.3175322277637904,-0.6523852860923667,-0.9716134098289898,5
-0.2270578928194504,0.40251002948125536,-1.0608674680105472,-1.1867748758259389,-0.6720531425435892,-0.047652073599705295,0.4630155402547225,-0.17634788763566323,-0.06660319166085407,-1.385452905049873,-0.9716134098289898,5
-0.5952685877723445,0.689541856350317,-1.3664614655162213,-1.843230593238823,-0.8974677832676222,-0.047652073599705295,-0.8052729834058342,-1.1533989567953007,0.5265977023782813,-1.3121461431541226,-0.40990793905733575,7
-0.2884263419782664,0.2876972987336307,-1.2645967996809966,-0.5303191584130551,-0.44663850181955694,-0.6648341713273338,-0.9054010247474571,0.040774572177636415,0.3288640710319019,-0.5790785241966168,-0.8779958313670477,7
-0.963479282725238,0.2876972987336307,-0.9590028021753225,-0.858547017119497,0.9058493425246351,-0.047652073599705295,0.6632716229379684,-0.4477509624022124,-0.1984256125584394,-0.798998809883868,-1.1588485667528756,5
-1.6385322234722102,0.4886195775419738,-1.3664614655162213,-1.1867748758259389,0.4550200610765745,0.05521160935489945,0.4630155402547225,-1.3162408016552904,1.7789107009053404,-0.9456123336753693,-0.5035255175192779,5
-0.2884263419782664,0.4599163948550677,0.11057618909453633,-1.1867748758259389,1.8638615656017803,-0.6648341713273338,-0.5382648731615065,0.3664582618974955,-0.3302480334560247,2.5731122373206583,-1.2524661452148176,5
0.1411528021334431,-1.4344936624807372,1.4857491778700698,-0.858547017119497,0.6240810416195993,2.0096215854923893,1.931560146598525,0.09505518713094625,-0.06660319166085407,0.7404431899268943,0.058179953252376196,7
-0.2270578928194504,-1.204868200985488,1.2310875132820078,-0.858547017119497,2.2019835266878283,0.1580752923095042,0.3628874989130996,0.09505518713094625,-1.7802946633294603,2.5731122373206583,-1.1588485667528756,6
